player,prop_type,line,projection,raw_edge,avg_edge,confidence,recommended_side,recent_avg,season_avg,hit_rate_over,hit_rate_under,trend,games_analyzed,bookmaker,odds,over_odds,under_odds,implied_prob,market_prob,our_prob,adjustments,is_b2b,rest_days,minutes_factor,minutes_trend,game,home_team,away_team,opponent,opp_defense_rank,matchup_label,team_pace_rank,opp_pace_rank,flags,player_status,context_quality
Peyton Watson,rebounds,5.5,4.2,-24.3,7.3,59,UNDER,3.0,4.6,33,67,COLD,27,fanduel,-114,-114,-114,50.0,50.0,57.3,opp_defense: +0.7% | location: +2.5% | pace: -0.3% | minutes: -10.0% | injury_boost: +4.0%,False,,1,STABLE,Minnesota Timberwolves @ Denver Nuggets,Denver Nuggets,Minnesota Timberwolves,MIN,14.0,NEUTRAL,,,MINS DOWN | INJ BOOST +4%,HEALTHY,90
Naz Reid,pra,21.5,26.6,23.6,7.1,53,OVER,24.4,22.4,57,43,HOT,30,fanduel,-118,-118,-112,50.6,50.6,57.7,opp_defense: -0.7% | location: -2.0% | pace: -0.3% | minutes: +10.0% | usage_rate: +0.2% | shot_volume: +2.2% | ts_regression: -1.7%,False,,1,STABLE,Minnesota Timberwolves @ Denver Nuggets,Denver Nuggets,Minnesota Timberwolves,DEN,,NEUTRAL,,,MINS UP,HEALTHY,86
Dylan Harper,rebounds,2.5,3.1,22.6,6.8,58,OVER,3.4,3.2,68,32,HOT,19,fanduel,-166,-166,130,58.9,58.9,65.7,minutes: -3.4%,False,,1,STABLE,San Antonio Spurs @ Oklahoma City Thunder,Oklahoma City Thunder,San Antonio Spurs,,,NEUTRAL,,,,HEALTHY,33
Kevin Durant,threes,2.5,3.0,21.7,6.5,66,OVER,3.0,2.0,32,68,HOT,25,fanduel,146,146,-198,38.0,38.0,44.5,opp_defense: +5.2% | location: -2.0% | pace: -2.0% | minutes: +10.0% | injury_boost: +5.0% | usage_rate: +1.6% | shot_volume: -8.0%,False,,1,STABLE,Houston Rockets @ Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,LAL,8.0,GOOD,,,MINS UP | INJ BOOST +5% | VOL DOWN,HEALTHY,96
Cooper Flagg,steals,1.5,1.2,-21.1,6.3,56,UNDER,0.8,1.2,33,67,COLD,30,fanduel,-220,162,-220,64.3,64.3,70.6,minutes: +10.0% | injury_boost: +5.0%,False,,1,STABLE,Dallas Mavericks @ Golden State Warriors,Golden State Warriors,Dallas Mavericks,,,NEUTRAL,,,MINS UP | INJ BOOST +5%,HEALTHY,46
Brandin Podziemski,points,10.5,12.7,21.2,6.3,55,OVER,11.8,12.4,60,40,COLD,30,fanduel,-120,-120,-106,51.5,51.5,57.8,opp_defense: +0.1% | location: +2.5% | rest: +2.0% | pace: +0.1% | minutes: +1.8% | usage_rate: -0.5% | shot_volume: -8.0% | ts_regression: +3.0%,False,,1,STABLE,Dallas Mavericks @ Golden State Warriors,Golden State Warriors,Dallas Mavericks,DAL,13.0,NEUTRAL,,,VOL DOWN,HEALTHY,89
Amen Thompson,points,16.5,19.8,19.9,6.0,56,OVER,18.0,17.6,59,41,NEUTRAL,27,fanduel,-130,-130,-102,52.8,52.8,58.8,opp_defense: -1.7% | location: -2.0% | pace: -2.0% | minutes: +9.8% | injury_boost: +8.0% | shot_volume: -8.0% | ts_regression: +3.9%,False,,1,STABLE,Houston Rockets @ Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,LAL,20.0,NEUTRAL,,,MINS UP | INJ BOOST +8% | VOL DOWN,HEALTHY,96
Deandre Ayton,rebounds,8.5,10.1,19.2,5.8,54,OVER,10.6,9.0,54,46,HOT,24,fanduel,-108,-108,-122,48.6,48.6,54.4,minutes: -3.2%,False,,1,STABLE,Houston Rockets @ Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,,,NEUTRAL,,,,HEALTHY,33
Rui Hachimura,threes,1.5,1.8,19.4,5.8,57,OVER,2.0,1.9,72,28,HOT,25,fanduel,102,102,-136,46.2,46.2,52.0,opp_defense: +0.5% | location: +2.5% | rest: +1.0% | pace: -2.0% | minutes: -2.8% | usage_rate: -1.7% | shot_volume: -8.0%,False,,1,STABLE,Houston Rockets @ Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,HOU,16.0,NEUTRAL,,,PROBABLE | WELL RESTED | LOW USG | VOL DOWN,PROBABLE,86
Alperen Sengun,steals,1.5,1.8,19.1,5.7,42,OVER,1.8,1.5,44,56,HOT,25,fanduel,100,100,-132,46.8,46.8,52.5,opp_defense: -1.7% | location: -2.0% | pace: -2.0% | minutes: -1.2% | injury_boost: +5.0%,False,,1,STABLE,Houston Rockets @ Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,LAL,20.0,NEUTRAL,,,QUESTIONABLE | INJ BOOST +5%,QUESTIONABLE,90
Amen Thompson,assists,5.5,6.5,18.3,5.5,53,OVER,5.8,5.3,52,48,HOT,27,fanduel,-108,-108,-122,48.6,48.6,54.1,opp_defense: -0.1% | location: -2.0% | pace: -2.0% | minutes: +9.8% | injury_boost: +6.0%,False,,1,STABLE,Houston Rockets @ Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,LAL,15.0,NEUTRAL,,,MINS UP | INJ BOOST +6%,HEALTHY,90
Keldon Johnson,rebounds,4.5,5.3,18.0,5.4,71,OVER,5.4,6.3,79,21,COLD,29,fanduel,-122,-122,-104,51.9,51.9,57.3,opp_defense: -1.2% | location: -2.0% | pace: +0.1% | minutes: -10.0%,False,,1,STABLE,San Antonio Spurs @ Oklahoma City Thunder,Oklahoma City Thunder,San Antonio Spurs,OKC,18.0,NEUTRAL,,,MINS DOWN,HEALTHY,77
De'Aaron Fox,points,16.5,13.6,-17.7,5.3,52,UNDER,13.8,21.6,71,29,COLD,21,fanduel,-102,-125,-102,47.6,47.6,52.9,opp_defense: -8.6% | location: -2.0% | pace: +0.1% | minutes: -5.8% | usage_rate: +2.0% | shot_volume: -8.0% | ts_regression: -4.4%,False,,1,STABLE,San Antonio Spurs @ Oklahoma City Thunder,Oklahoma City Thunder,San Antonio Spurs,OKC,30.0,TOUGH,,,TOUGH DEF | MINS DOWN | VOL DOWN,HEALTHY,86
Julius Randle,threes,1.5,1.2,-17.7,5.3,44,UNDER,0.8,1.6,47,53,COLD,30,fanduel,-114,-114,-114,50.0,50.0,55.3,opp_defense: +2.0% | location: -2.0% | pace: -0.3% | minutes: -0.5% | usage_rate: +1.8% | shot_volume: +8.0%,False,,1,STABLE,Minnesota Timberwolves @ Denver Nuggets,Denver Nuggets,Minnesota Timberwolves,DEN,12.0,NEUTRAL,,,VOL UP,HEALTHY,83
Kevin Durant,assists,4.5,5.3,17.1,5.1,49,OVER,4.6,4.0,40,60,NEUTRAL,25,fanduel,114,114,-152,43.7,43.7,48.8,opp_defense: -0.1% | location: -2.0% | pace: -2.0% | minutes: +10.0% | injury_boost: +6.0%,False,,1,STABLE,Houston Rockets @ Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,LAL,15.0,NEUTRAL,,,MINS UP | INJ BOOST +6%,HEALTHY,90
Jimmy Butler,points,21.5,25.1,16.7,5.0,62,OVER,21.6,19.9,27,73,NEUTRAL,26,fanduel,-115,-115,-111,50.4,50.4,55.4,opp_defense: +0.1% | location: +2.5% | rest: +2.0% | pace: +0.1% | minutes: +8.7% | usage_rate: +0.6% | shot_volume: -0.5%,False,,1,STABLE,Dallas Mavericks @ Golden State Warriors,Golden State Warriors,Dallas Mavericks,DAL,13.0,NEUTRAL,,,MINS UP,HEALTHY,86
Chet Holmgren,rebounds,7.5,6.3,-16.1,4.8,46,UNDER,6.0,7.6,56,44,COLD,25,fanduel,-128,100,-128,52.9,52.9,57.7,opp_defense: -6.5% | location: +2.5% | pace: +0.1% | minutes: -3.5%,False,,1,STABLE,San Antonio Spurs @ Oklahoma City Thunder,Oklahoma City Thunder,San Antonio Spurs,SAS,27.0,TOUGH,,,TOUGH DEF,HEALTHY,77
Mike Conley,points,5.5,4.6,-15.7,4.7,50,UNDER,4.2,5.4,46,54,COLD,26,fanduel,-136,102,-136,53.8,53.8,58.5,opp_defense: +0.2% | location: -2.0% | pace: -0.3% | minutes: +5.4% | usage_rate: -2.5% | shot_volume: +5.9% | ts_regression: -5.0%,False,,1,STABLE,Minnesota Timberwolves @ Denver Nuggets,Denver Nuggets,Minnesota Timberwolves,DEN,12.0,NEUTRAL,,,MINS UP | LOW USG | VOL UP,HEALTHY,86
Kevin Durant,points,25.5,29.4,15.4,4.6,62,OVER,26.8,25.2,44,56,HOT,25,fanduel,-122,-122,-108,51.4,51.4,56.0,opp_defense: -1.7% | location: -2.0% | pace: -2.0% | minutes: +10.0% | injury_boost: +8.0% | usage_rate: +1.6% | shot_volume: -8.0% | ts_regression: +3.7%,False,,1,STABLE,Houston Rockets @ Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,LAL,20.0,NEUTRAL,,,MINS UP | INJ BOOST +8% | VOL DOWN,HEALTHY,99
Jonas Valanciunas,rebounds,4.5,5.2,14.8,4.4,48,OVER,4.2,4.6,48,52,NEUTRAL,29,fanduel,-138,-138,104,54.2,54.2,58.6,opp_defense: +0.7% | location: +2.5% | pace: -0.3% | minutes: +10.0% | injury_boost: +4.0%,False,,1,STABLE,Minnesota Timberwolves @ Denver Nuggets,Denver Nuggets,Minnesota Timberwolves,MIN,14.0,NEUTRAL,,,PROBABLE | MINS UP | INJ BOOST +4%,PROBABLE,90
P.J. Washington,points,13.5,15.5,14.7,4.4,50,OVER,14.8,15.7,68,32,COLD,25,fanduel,-118,-118,-108,51.0,51.0,55.4,opp_defense: -4.6% | location: -2.0% | rest: +2.0% | pace: +0.1% | injury_boost: +8.0% | usage_rate: +0.4% | shot_volume: -8.0% | ts_regression: +3.2%,False,,1,STABLE,Dallas Mavericks @ Golden State Warriors,Golden State Warriors,Dallas Mavericks,GSW,28.0,TOUGH,,,QUESTIONABLE | TOUGH DEF | INJ BOOST +8% | VOL DOWN,QUESTIONABLE,94
Alperen Sengun,points,21.5,24.6,14.4,4.3,58,OVER,23.2,23.0,56,44,NEUTRAL,25,fanduel,-106,-106,-125,48.1,48.1,52.4,opp_defense: -1.7% | location: -2.0% | pace: -2.0% | minutes: -1.2% | injury_boost: +8.0% | usage_rate: +2.1% | shot_volume: -0.9%,False,,1,STABLE,Houston Rockets @ Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,LAL,20.0,NEUTRAL,,,QUESTIONABLE | INJ BOOST +8%,QUESTIONABLE,96
Shai Gilgeous-Alexander,points,32.5,37.1,14.3,4.3,42,OVER,32.0,32.5,45,55,NEUTRAL,29,fanduel,-120,-120,-106,51.5,51.5,55.7,opp_defense: -4.3% | location: +2.5% | pace: +0.1% | minutes: +4.3% | usage_rate: +3.7% | shot_volume: +8.0% | ts_regression: -2.3%,False,,1,STABLE,San Antonio Spurs @ Oklahoma City Thunder,Oklahoma City Thunder,San Antonio Spurs,SAS,27.0,TOUGH,,,TOUGH DEF | HIGH USG | VOL UP,HEALTHY,86
Peyton Watson,points,12.5,14.2,13.7,4.1,57,OVER,12.0,10.6,30,70,COLD,27,fanduel,-120,-120,-110,51.0,51.0,55.1,opp_defense: -2.3% | location: +2.5% | pace: -0.3% | minutes: -10.0% | injury_boost: +8.0% | usage_rate: -1.2% | shot_volume: +8.0% | ts_regression: +3.3%,False,,1,STABLE,Minnesota Timberwolves @ Denver Nuggets,Denver Nuggets,Minnesota Timberwolves,MIN,23.0,HARD,,,MINS DOWN | INJ BOOST +8% | VOL UP,HEALTHY,99
Stephon Castle,threes,1.5,1.7,13.5,4.0,51,OVER,1.8,1.2,30,70,HOT,20,fanduel,140,140,-180,39.3,39.3,43.4,opp_defense: +4.4% | location: -2.0% | pace: +0.1% | minutes: -5.9% | usage_rate: +1.8% | shot_volume: +6.3%,False,,1,STABLE,San Antonio Spurs @ Oklahoma City Thunder,Oklahoma City Thunder,San Antonio Spurs,OKC,10.0,GOOD,,,MINS DOWN | VOL UP,HEALTHY,83
Isaiah Joe,points,7.5,8.5,13.0,3.9,67,OVER,8.4,12.0,76,24,COLD,21,fanduel,-108,-108,-118,49.0,49.0,52.8,minutes: -10.0% | usage_rate: -0.5% | shot_volume: -8.0% | ts_regression: +5.0%,False,,1,STABLE,San Antonio Spurs @ Oklahoma City Thunder,Oklahoma City Thunder,San Antonio Spurs,,,NEUTRAL,,,MINS DOWN | VOL DOWN,HEALTHY,42
Josh Okogie,threes,1.5,1.3,-12.2,3.6,52,UNDER,1.4,1.1,30,70,HOT,27,fanduel,-270,194,-270,68.2,68.2,71.9,minutes: +10.0% | injury_boost: +5.0% | usage_rate: -2.3% | shot_volume: -8.0%,False,,1,STABLE,Houston Rockets @ Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,,,NEUTRAL,,,MINS UP | INJ BOOST +5% | LOW USG | VOL DOWN,HEALTHY,52
Luka Doncic,threes,3.5,3.1,-11.9,3.6,52,UNDER,2.4,3.4,48,52,COLD,21,fanduel,-112,-118,-112,49.4,49.4,53.0,opp_defense: +0.5% | location: +2.5% | rest: +2.0% | pace: -2.0% | minutes: -2.7% | shot_volume: +6.1%,False,,1,STABLE,Houston Rockets @ Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,HOU,16.0,NEUTRAL,,,PROBABLE | WELL RESTED | VOL UP,PROBABLE,83
Anthony Edwards,points,29.5,33.0,12.0,3.6,50,OVER,28.6,28.7,57,43,NEUTRAL,23,fanduel,-125,-125,-106,51.9,51.9,55.5,opp_defense: +0.2% | location: -2.0% | pace: -0.3% | minutes: +9.2% | usage_rate: +3.1% | shot_volume: +2.1% | ts_regression: -1.6%,False,,1,STABLE,Minnesota Timberwolves @ Denver Nuggets,Denver Nuggets,Minnesota Timberwolves,DEN,12.0,NEUTRAL,,,MINS UP | HIGH USG,HEALTHY,86
Harrison Barnes,threes,1.5,1.3,-12.1,3.6,46,UNDER,1.0,2.2,55,45,COLD,29,fanduel,128,-164,128,41.4,41.4,45.0,opp_defense: +4.4% | location: -2.0% | pace: +0.1% | minutes: -10.0% | usage_rate: -1.2% | shot_volume: -2.0%,False,,1,STABLE,San Antonio Spurs @ Oklahoma City Thunder,Oklahoma City Thunder,San Antonio Spurs,OKC,10.0,GOOD,,,MINS DOWN,HEALTHY,83
Rudy Gobert,blocks,1.5,1.7,11.8,3.5,43,OVER,1.8,1.5,40,60,HOT,30,fanduel,108,108,-144,44.9,44.9,48.4,opp_defense: +0.2% | location: -2.0% | pace: -0.3% | minutes: +4.0%,False,,1,STABLE,Minnesota Timberwolves @ Denver Nuggets,Denver Nuggets,Minnesota Timberwolves,DEN,12.0,NEUTRAL,,,,HEALTHY,77
