player,prop_type,line,projection,raw_edge,avg_edge,confidence,recommended_side,recent_avg,season_avg,hit_rate_over,hit_rate_under,trend,games_analyzed,bookmaker,odds,implied_prob,our_prob,adjustments,is_b2b,minutes_factor
Justin Champagnie,threes,0.5,0.4,-15.5,26.4,50.0,UNDER,0.8,0.3,15.0,85.0,HOT,20,williamhill_us,-197,66.3,92.8,Home: 0.67x | Rested: 1.03x | Mins: 1.15x,False,1.55
Carlton Carrington,points,9.5,8.8,-7.3,26.4,69.0,UNDER,8.4,7.0,27.0,73.0,HOT,22,fanduel,100,50.0,76.4,Home: 1.11x | Rested: 1.03x,False,1.08
Kyle Filipowski,points,8.5,15.4,81.5,26.2,62.0,OVER,14.0,9.6,55.0,45.0,HOT,22,bovada,-220,68.8,95.0,Home: 1.07x | Rested: 1.03x | Mins: 1.15x,False,1.39
Tre Jones,pra,14.5,19.8,36.5,26.2,74.0,OVER,20.2,21.4,82.0,18.0,COLD,17,bovada,-220,68.8,95.0,Home: 0.91x | Rested: 1.03x,False,0.98
Zaccharie Risacher,pra,11.5,16.7,44.9,26.2,74.0,OVER,12.8,15.4,77.0,23.0,COLD,22,bovada,-220,68.8,95.0,Home: 1.18x | Rested: 1.03x,False,1.01
Tre Johnson,assists,1.5,0.8,-45.3,26.0,47.0,UNDER,1.4,1.3,47.0,53.0,NEUTRAL,15,betmgm,100,50.0,76.0,Home: 0.75x | Rested: 1.03x | Mins: 0.85x,False,0.85
Jalen Johnson,points,21.5,31.0,44.0,25.9,75.0,OVER,30.0,23.4,68.0,32.0,HOT,22,bovada,-180,64.3,90.2,Rested: 1.03x | Mins: 1.13x,False,1.13
Tre Jones,pra,17.5,19.8,13.1,25.9,70.0,OVER,20.2,21.4,71.0,29.0,COLD,17,bovada,-105,51.2,77.2,Home: 0.91x | Rested: 1.03x,False,0.98
Cedric Coward,points,15.5,14.9,-3.6,25.9,74.0,UNDER,12.0,13.3,29.0,71.0,COLD,24,betrivers,114,46.7,72.7,Home: 1.16x | Rested: 1.03x,False,1.04
Kyle Filipowski,threes,0.5,1.2,144.8,25.8,58.0,OVER,1.2,1.0,73.0,27.0,HOT,22,betmgm,-225,69.2,95.0,Rested: 1.03x | Mins: 1.15x,False,1.39
Jaylon Tyson,points,12.5,20.3,62.6,25.8,59.0,OVER,18.6,13.0,50.0,50.0,HOT,20,betonlineag,-125,55.6,81.3,Home: 1.08x | Rested: 1.03x | Mins: 1.15x,False,1.19
Luke Kennard,points,7.5,4.9,-34.4,25.8,60.0,UNDER,7.0,7.6,41.0,59.0,COLD,22,fanduel,-102,50.5,76.3,Home: 0.67x | Rested: 1.03x,False,0.9
Ron Holland,points,6.5,9.0,38.8,25.8,60.0,OVER,10.6,8.0,58.0,42.0,HOT,24,betonlineag,-108,51.9,77.7,Rested: 1.03x,False,0.9
Ron Holland,rebounds,2.5,3.4,34.5,25.6,61.0,OVER,3.0,3.3,58.0,42.0,COLD,24,fanduel,100,50.0,75.6,Home: 1.17x | Rested: 1.03x,False,0.9
Miles Bridges,threes,2.5,1.5,-40.1,25.6,51.0,UNDER,0.6,2.4,50.0,50.0,COLD,24,betmgm,125,44.4,70.0,Home: 1.19x | Rested: 1.03x,False,0.98
Jalen Johnson,points,20.5,31.0,51.0,25.3,78.0,OVER,30.0,23.4,77.0,23.0,HOT,22,bovada,-230,69.7,95.0,Rested: 1.03x | Mins: 1.13x,False,1.13
Ausar Thompson,rebounds,5.5,7.2,30.3,25.2,63.0,OVER,6.2,6.0,60.0,40.0,NEUTRAL,20,bovada,100,50.0,75.2,Home: 1.20x | Rested: 1.03x,False,0.98
Nikola Vucevic,assists,3.5,3.2,-7.2,25.2,58.0,UNDER,3.2,3.4,36.0,64.0,NEUTRAL,22,betrivers,138,42.0,67.2,Rested: 1.03x,False,0.97
Tobias Harris,points,16.5,15.7,-4.7,25.0,59.0,UNDER,16.6,14.7,43.0,57.0,HOT,14,bovada,190,34.5,59.5,Rested: 1.03x,False,0.99
Kyshawn George,points,16.5,13.6,-17.3,24.9,63.0,UNDER,11.0,15.2,35.0,65.0,COLD,20,bovada,105,48.8,73.7,Rested: 1.03x,False,0.99
Duncan Robinson,rebounds,2.5,3.8,52.7,24.9,57.0,OVER,3.4,3.0,55.0,45.0,HOT,22,draftkings,-127,55.9,80.9,Home: 1.11x | Rested: 1.03x,False,0.98
Jock Landale,assists,1.5,0.9,-38.0,24.9,55.0,UNDER,1.2,1.5,42.0,58.0,COLD,24,draftkings,-110,52.4,77.3,Home: 0.83x | Rested: 1.03x | Mins: 0.85x,False,0.8
Tyrese Maxey,pra,39.5,42.7,8.0,24.8,79.0,OVER,41.8,43.4,70.0,30.0,NEUTRAL,23,bovada,105,48.8,73.6,Rested: 1.03x,False,0.99
Vit Krejci,threes,2.5,2.0,-20.6,24.0,47.0,UNDER,2.4,2.6,43.0,57.0,COLD,21,betrivers,130,43.5,67.4,Home: 0.78x | Rested: 1.03x,False,1.05
Lonzo Ball,points,6.5,4.6,-29.2,23.7,48.0,UNDER,3.2,5.5,44.0,56.0,COLD,18,betonlineag,115,46.5,70.2,Home: 0.93x | Rested: 1.03x,False,1.04
Duncan Robinson,points,8.5,12.8,50.9,23.6,74.0,OVER,11.8,12.4,77.0,23.0,NEUTRAL,22,bovada,-250,71.4,95.0,Rested: 1.03x,False,0.98
Jarace Walker,threes,0.5,1.2,132.4,23.6,49.0,OVER,1.0,1.5,67.0,33.0,COLD,24,bovada,-250,71.4,95.0,Rested: 1.03x | Mins: 0.85x,False,0.75
Jaylon Tyson,points,11.5,20.3,76.8,23.5,59.0,OVER,18.6,13.0,50.0,50.0,HOT,20,bovada,-185,64.9,88.4,Home: 1.08x | Rested: 1.03x | Mins: 1.15x,False,1.19
Josh Giddey,points,21.5,20.4,-5.3,22.8,74.0,UNDER,18.8,20.3,33.0,67.0,COLD,21,bovada,115,46.5,69.3,Rested: 1.03x,False,1.02
Tre Jones,pra,18.5,19.8,7.0,22.8,68.0,OVER,20.2,21.4,65.0,35.0,COLD,17,bovada,120,45.5,68.2,Home: 0.91x | Rested: 1.03x,False,0.98
Cam Spencer,assists,2.5,5.2,106.9,22.8,76.0,OVER,5.2,3.9,83.0,17.0,HOT,24,bovada,-260,72.2,95.0,Home: 0.90x | Rested: 1.03x | Mins: 1.15x,False,1.21
Jaylon Tyson,points,10.5,20.3,93.6,22.8,61.0,OVER,18.6,13.0,55.0,45.0,HOT,20,bovada,-260,72.2,95.0,Home: 1.08x | Rested: 1.03x | Mins: 1.15x,False,1.19
Pascal Siakam,points,22.5,26.6,18.2,22.7,79.0,OVER,26.4,24.5,74.0,26.0,HOT,23,betrivers,-152,60.3,83.0,Rested: 1.03x,False,0.98
Kevin Love,pra,11.5,15.0,30.6,22.5,55.0,OVER,12.6,11.6,57.0,43.0,HOT,14,betmgm,100,50.0,72.5,Home: 1.19x | Rested: 1.03x,False,1.08
Cedric Coward,rebounds,7.5,7.4,-1.6,22.0,68.0,UNDER,6.8,6.2,33.0,67.0,HOT,24,bovada,120,45.5,67.5,Home: 1.11x | Rested: 1.03x,False,1.04
Nickeil Alexander-Walker,assists,3.5,2.5,-27.9,21.9,66.0,UNDER,3.2,3.4,48.0,52.0,COLD,23,draftkings,126,44.2,66.1,Home: 0.74x | Rested: 1.03x,False,1.07
Jalen Johnson,assists,6.5,13.3,104.7,21.7,70.0,OVER,10.8,7.9,73.0,27.0,HOT,22,bovada,-275,73.3,95.0,Home: 1.18x | Rested: 1.03x | Mins: 1.13x,False,1.13
Cade Cunningham,assists,7.5,9.9,32.2,21.7,77.0,OVER,8.8,9.3,81.0,19.0,COLD,21,bovada,-275,73.3,95.0,Home: 1.09x | Rested: 1.03x,False,0.98
Tre Johnson,points,11.5,9.1,-20.9,21.7,62.0,UNDER,10.4,11.5,40.0,60.0,COLD,15,bovada,105,48.8,70.4,Rested: 1.03x | Mins: 0.85x,False,0.85
Kyshawn George,threes,1.5,2.7,80.1,21.3,55.0,OVER,2.4,2.4,65.0,35.0,NEUTRAL,20,bovada,-280,73.7,95.0,Home: 1.07x | Rested: 1.03x,False,0.99
Duncan Robinson,points,13.5,12.8,-5.0,21.3,67.0,UNDER,11.8,12.4,45.0,55.0,NEUTRAL,22,bovada,180,35.7,57.0,Rested: 1.03x,False,0.98
Svi Mykhailiuk,points,7.5,9.2,22.1,21.3,60.0,OVER,8.0,9.0,65.0,35.0,COLD,23,draftkings,-122,55.0,76.3,Home: 1.06x | Rested: 1.03x,False,0.98
Moussa Diabate,points,5.5,7.0,27.1,21.3,75.0,OVER,5.2,8.7,83.0,17.0,COLD,23,bovada,-280,73.7,95.0,Rested: 1.03x,False,0.95
Dyson Daniels,rebounds,6.5,6.0,-7.4,21.2,70.0,UNDER,5.2,6.2,48.0,52.0,COLD,25,bovada,190,34.5,55.7,Rested: 1.03x,False,1.09
Duncan Robinson,points,9.5,12.8,35.0,21.1,70.0,OVER,11.8,12.4,64.0,36.0,NEUTRAL,22,betrivers,-150,60.0,81.1,Rested: 1.03x,False,0.98
Keyonte George,rebounds,4.5,3.3,-27.5,21.1,63.0,UNDER,3.2,3.9,48.0,52.0,COLD,23,betrivers,123,44.8,65.9,Rested: 1.03x | Mins: 0.85x,False,0.86
Jaylen Wells,threes,1.5,2.4,60.6,21.1,53.0,OVER,2.2,1.8,50.0,50.0,HOT,24,betmgm,-145,59.2,80.3,Home: 1.09x | Rested: 1.03x,False,1.05
Jalen Duren,points,14.5,19.8,36.7,20.9,73.0,OVER,15.8,18.8,76.0,24.0,COLD,21,bovada,-280,73.7,94.6,Home: 1.11x | Rested: 1.03x,False,1.02
Jalen Johnson,points,19.5,31.0,58.8,20.6,78.0,OVER,30.0,23.4,77.0,23.0,HOT,22,bovada,-290,74.4,95.0,Rested: 1.03x | Mins: 1.13x,False,1.13
Nickeil Alexander-Walker,points,16.5,25.6,55.2,20.6,75.0,OVER,25.6,20.7,74.0,26.0,HOT,23,bovada,-290,74.4,95.0,Rested: 1.03x,False,1.07
Andrew Nembhard,points,14.5,17.5,20.4,20.4,64.0,OVER,18.8,17.9,69.0,31.0,HOT,16,betrivers,-141,58.5,78.9,Home: 0.93x | Rested: 1.03x,False,1.02
Patrick Williams,rebounds,2.5,3.3,30.9,20.2,63.0,OVER,4.0,3.3,59.0,41.0,HOT,22,draftkings,-119,54.3,74.5,Home: 0.86x | Rested: 1.03x,False,1.0
De'Andre Hunter,points,16.5,13.0,-21.3,20.2,66.0,UNDER,9.6,16.0,43.0,57.0,COLD,21,bovada,110,47.6,67.8,Rested: 1.03x,False,0.97
Duncan Robinson,points,10.5,12.8,22.1,20.2,70.0,OVER,11.8,12.4,64.0,36.0,NEUTRAL,22,fanduel,-120,54.5,74.7,Rested: 1.03x,False,0.98
Evan Mobley,assists,4.5,3.7,-17.4,20.1,69.0,UNDER,4.0,4.0,46.0,54.0,NEUTRAL,24,fanduel,134,42.7,62.9,Home: 0.92x | Rested: 1.03x,False,0.99
Jalen Johnson,points,22.5,31.0,37.6,20.1,72.0,OVER,30.0,23.4,59.0,41.0,HOT,22,betrivers,-137,57.8,77.9,Rested: 1.03x | Mins: 1.13x,False,1.13
Dyson Daniels,rebounds,4.5,6.0,33.8,20.0,75.0,OVER,5.2,6.2,68.0,32.0,COLD,25,bovada,-185,64.9,84.9,Rested: 1.03x,False,1.09
Miles Bridges,points,22.5,22.0,-2.3,19.9,76.0,UNDER,18.0,21.0,29.0,71.0,COLD,24,draftkings,-109,52.2,72.0,Home: 1.11x | Rested: 1.03x,False,0.98
Dyson Daniels,rebounds,5.5,6.0,9.4,19.9,74.0,OVER,5.2,6.2,64.0,36.0,COLD,25,bovada,105,48.8,68.7,Rested: 1.03x,False,1.09
Moussa Diabate,points,8.5,7.0,-17.7,19.9,67.0,UNDER,5.2,8.7,43.0,57.0,COLD,23,betmgm,120,45.5,65.4,Rested: 1.03x,False,0.95
Quentin Grimes,assists,4.5,4.4,-2.8,19.6,66.0,UNDER,5.4,4.4,27.0,73.0,HOT,22,betmgm,-120,54.5,74.1,Home: 0.79x | Rested: 1.03x | Mins: 1.13x,False,1.13
Jalen Duren,points,20.5,19.8,-3.3,19.6,67.0,UNDER,15.8,18.8,43.0,57.0,COLD,21,bovada,155,39.2,58.8,Home: 1.11x | Rested: 1.03x,False,1.02
Evan Mobley,points,21.5,20.9,-3.0,19.5,77.0,UNDER,19.6,18.9,38.0,62.0,NEUTRAL,24,bovada,125,44.4,64.0,Home: 1.05x | Rested: 1.03x,False,0.99
Andre Drummond,rebounds,7.5,7.8,3.4,19.4,63.0,OVER,6.2,9.4,68.0,32.0,COLD,22,draftkings,-102,50.5,69.9,Home: 1.11x | Rested: 1.03x | Mins: 0.85x,False,0.74
Lonzo Ball,assists,3.5,4.3,23.3,18.8,69.0,OVER,4.6,4.9,78.0,22.0,COLD,18,bovada,-240,70.6,89.4,Home: 0.90x | Rested: 1.03x,False,1.04
Kon Knueppel,threes,3.5,2.6,-26.2,18.7,63.0,UNDER,3.2,3.4,50.0,50.0,COLD,24,bovada,125,44.4,63.1,Home: 0.74x | Rested: 1.03x,False,1.02
Tre Johnson,points,10.5,9.1,-13.3,18.6,62.0,UNDER,10.4,11.5,40.0,60.0,COLD,15,betrivers,108,48.1,66.7,Rested: 1.03x | Mins: 0.85x,False,0.85
Lauri Markkanen,rebounds,6.5,8.3,27.0,18.6,67.0,OVER,8.0,6.5,55.0,45.0,HOT,22,fanduel,102,49.5,68.1,Home: 1.09x | Rested: 1.03x,False,0.95
Cam Spencer,assists,3.5,5.2,47.8,18.5,65.0,OVER,5.2,3.9,46.0,54.0,HOT,24,bovada,-105,51.2,69.7,Home: 0.90x | Rested: 1.03x | Mins: 1.15x,False,1.21
Ausar Thompson,points,8.5,12.2,43.3,18.3,70.0,OVER,11.2,11.8,70.0,30.0,COLD,20,bovada,-275,73.3,91.6,Home: 1.09x | Rested: 1.03x,False,0.98
Josh Giddey,points,16.5,20.4,23.4,18.3,78.0,OVER,18.8,20.3,81.0,19.0,COLD,21,bovada,-290,74.4,92.7,Rested: 1.03x,False,1.02
Ryan Kalkbrenner,points,6.5,8.2,26.1,18.1,72.0,OVER,8.2,9.0,77.0,23.0,COLD,22,bovada,-260,72.2,90.3,Rested: 1.03x,False,0.97
Moussa Diabate,rebounds,6.5,8.1,24.2,17.7,70.0,OVER,7.0,7.8,65.0,35.0,COLD,23,fanduel,-148,59.7,77.3,Home: 1.06x | Rested: 1.03x,False,0.95
Marvin Bagley III,assists,1.5,1.4,-4.5,17.7,50.0,UNDER,1.4,1.3,33.0,67.0,HOT,18,betmgm,-105,51.2,68.9,Rested: 1.03x | Mins: 1.15x,False,1.46
Svi Mykhailiuk,points,8.5,9.2,7.7,17.6,59.0,OVER,8.0,9.0,61.0,39.0,COLD,23,betrivers,112,47.2,64.7,Home: 1.06x | Rested: 1.03x,False,0.98
Jalen Duren,points,15.5,19.8,27.9,17.6,71.0,OVER,15.8,18.8,71.0,29.0,COLD,21,bovada,-210,67.7,85.4,Home: 1.11x | Rested: 1.03x,False,1.02
Dyson Daniels,points,9.5,15.0,57.7,17.4,68.0,OVER,13.8,10.7,60.0,40.0,HOT,25,bovada,-250,71.4,88.9,Home: 1.13x | Rested: 1.03x,False,1.09
Caris LeVert,points,6.5,9.2,41.9,17.0,61.0,OVER,8.0,9.3,67.0,33.0,COLD,18,bovada,-240,70.6,87.6,Rested: 1.03x,False,1.08
Moussa Diabate,rebounds,8.5,8.1,-5.0,16.9,66.0,UNDER,7.0,7.8,48.0,52.0,COLD,23,bovada,165,37.7,54.7,Home: 1.06x | Rested: 1.03x,False,0.95
Jock Landale,points,11.5,10.9,-4.8,16.7,69.0,UNDER,9.8,10.9,33.0,67.0,COLD,24,bovada,-110,52.4,69.1,Home: 1.16x | Rested: 1.03x | Mins: 0.85x,False,0.8
Nikola Vucevic,rebounds,9.5,9.1,-4.0,16.5,67.0,UNDER,8.0,9.5,45.0,55.0,COLD,22,bovada,150,40.0,56.5,Rested: 1.03x,False,0.97
De'Andre Hunter,assists,1.5,1.8,20.9,16.4,61.0,OVER,1.8,2.5,71.0,29.0,COLD,21,betmgm,-190,65.5,81.9,Home: 0.89x | Rested: 1.03x,False,0.97
T.J. McConnell,points,8.5,9.8,15.7,16.2,50.0,OVER,6.4,9.1,57.0,43.0,COLD,14,betmgm,105,48.8,65.0,Home: 1.13x | Rested: 1.03x,False,0.94
Pascal Siakam,points,23.5,26.6,13.1,16.0,75.0,OVER,26.4,24.5,61.0,39.0,HOT,23,fanduel,-106,51.5,67.4,Rested: 1.03x,False,0.98
Tobias Harris,points,10.5,15.7,49.8,15.8,61.0,OVER,16.6,14.7,64.0,36.0,HOT,14,bovada,-275,73.3,89.2,Rested: 1.03x,False,0.99
Josh Giddey,threes,1.5,1.8,23.0,15.8,58.0,OVER,1.8,1.8,62.0,38.0,NEUTRAL,21,fanduel,-136,57.6,73.4,Home: 0.94x | Rested: 1.03x,False,1.02
Josh Giddey,points,17.5,20.4,16.4,15.6,77.0,OVER,18.8,20.3,76.0,24.0,COLD,21,bovada,-220,68.8,84.4,Rested: 1.03x,False,1.02
Nickeil Alexander-Walker,points,17.5,25.6,46.3,15.3,71.0,OVER,25.6,20.7,61.0,39.0,HOT,23,bovada,-220,68.8,84.0,Rested: 1.03x,False,1.07
Santi Aldama,assists,3.5,3.0,-15.6,15.2,63.0,UNDER,3.8,3.0,50.0,50.0,HOT,24,bovada,135,42.6,57.8,Home: 0.79x | Rested: 1.03x,False,0.93
Walter Clayton Jr.,assists,3.5,5.5,56.4,15.2,53.0,OVER,5.4,3.7,42.0,58.0,HOT,19,betonlineag,-123,55.2,70.3,Rested: 1.03x | Mins: 1.15x,False,1.29
Kyle Filipowski,points,9.5,15.4,62.4,15.1,60.0,OVER,14.0,9.6,45.0,55.0,HOT,22,bovada,-160,61.5,76.6,Home: 1.07x | Rested: 1.03x | Mins: 1.15x,False,1.39
VJ Edgecombe,pra,24.5,17.8,-27.4,14.8,67.0,UNDER,18.6,24.0,45.0,55.0,COLD,20,betrivers,-117,53.9,68.7,Rested: 1.03x | Mins: 0.85x,False,0.76
Cedric Coward,threes,1.5,1.3,-14.8,14.7,48.0,UNDER,0.4,1.5,38.0,62.0,COLD,24,draftkings,-123,55.2,69.9,Home: 1.31x | Rested: 1.03x,False,1.04
Jaylon Tyson,points,14.5,20.3,40.2,14.7,56.0,OVER,18.6,13.0,40.0,60.0,HOT,20,bovada,120,45.5,60.1,Home: 1.08x | Rested: 1.03x | Mins: 1.15x,False,1.19
Cam Spencer,threes,2.5,2.9,16.3,14.7,59.0,OVER,2.6,2.2,42.0,58.0,HOT,24,bovada,185,35.1,49.8,Rested: 1.03x | Mins: 1.15x,False,1.21
Ryan Kalkbrenner,points,9.5,8.2,-13.7,14.7,65.0,UNDER,8.2,9.0,45.0,55.0,COLD,22,betrivers,114,46.7,61.4,Rested: 1.03x,False,0.97
Jalen Johnson,assists,8.5,13.3,56.5,14.6,58.0,OVER,10.8,7.9,32.0,68.0,HOT,22,bovada,120,45.5,60.1,Home: 1.18x | Rested: 1.03x | Mins: 1.13x,False,1.13
Josh Giddey,rebounds,8.5,8.9,5.2,14.5,71.0,OVER,8.2,9.5,62.0,38.0,COLD,21,betmgm,100,50.0,64.5,Rested: 1.03x,False,1.02
Josh Giddey,rebounds,7.5,8.9,19.3,14.4,73.0,OVER,8.2,9.5,71.0,29.0,COLD,21,bovada,-200,66.7,81.1,Rested: 1.03x,False,1.02
Moussa Diabate,rebounds,7.5,8.1,7.7,14.3,67.0,OVER,7.0,7.8,57.0,43.0,COLD,23,betrivers,117,46.1,60.4,Home: 1.06x | Rested: 1.03x,False,0.95
Duncan Robinson,points,11.5,12.8,11.5,14.2,67.0,OVER,11.8,12.4,55.0,45.0,NEUTRAL,22,betrivers,117,46.1,60.3,Rested: 1.03x,False,0.98
Svi Mykhailiuk,threes,1.5,1.7,15.0,14.2,57.0,OVER,1.6,1.8,61.0,39.0,COLD,23,draftkings,-118,54.1,68.4,Rested: 1.03x,False,0.98
Nikola Vucevic,rebounds,7.5,9.1,21.6,14.1,71.0,OVER,8.0,9.5,68.0,32.0,COLD,22,bovada,-185,64.9,79.0,Rested: 1.03x,False,0.97
Sion James,pra,11.5,9.6,-16.2,14.1,69.0,UNDER,9.6,11.2,42.0,58.0,COLD,24,betmgm,-110,52.4,66.4,Home: 0.93x | Rested: 1.03x,False,0.98
Ausar Thompson,rebounds,6.5,7.2,10.3,13.8,58.0,OVER,6.2,6.0,45.0,55.0,NEUTRAL,20,bovada,175,36.4,50.1,Home: 1.20x | Rested: 1.03x,False,0.98
Jalen Johnson,points,23.5,31.0,31.8,13.7,69.0,OVER,30.0,23.4,50.0,50.0,HOT,22,betrivers,-109,52.2,65.9,Rested: 1.03x | Mins: 1.13x,False,1.13
Ausar Thompson,points,9.5,12.2,28.2,13.6,69.0,OVER,11.2,11.8,65.0,35.0,COLD,20,bovada,-190,65.5,79.1,Home: 1.09x | Rested: 1.03x,False,0.98
Jaylon Tyson,points,16.5,20.3,23.2,13.3,55.0,OVER,18.6,13.0,35.0,65.0,HOT,20,bovada,200,33.3,46.6,Home: 1.08x | Rested: 1.03x | Mins: 1.15x,False,1.19
Duncan Robinson,points,12.5,12.8,2.6,13.3,67.0,OVER,11.8,12.4,55.0,45.0,NEUTRAL,22,bovada,135,42.6,55.8,Rested: 1.03x,False,0.98
Patrick Williams,points,7.5,6.5,-12.8,13.3,66.0,UNDER,6.0,7.2,45.0,55.0,COLD,22,draftkings,110,47.6,61.0,Rested: 1.03x,False,1.0
Nickeil Alexander-Walker,points,18.5,25.6,38.4,13.2,70.0,OVER,25.6,20.7,57.0,43.0,HOT,23,betrivers,-167,62.5,75.7,Rested: 1.03x,False,1.07
Nikola Vucevic,points,16.5,15.8,-4.4,12.5,66.0,UNDER,13.8,15.9,41.0,59.0,COLD,22,bovada,105,48.8,61.3,Rested: 1.03x,False,0.97
Tre Johnson,points,8.5,9.1,7.0,12.5,68.0,OVER,10.4,11.5,80.0,20.0,COLD,15,bovada,-245,71.0,83.5,Rested: 1.03x | Mins: 0.85x,False,0.85
Nickeil Alexander-Walker,points,19.5,25.6,31.3,12.3,69.0,OVER,25.6,20.7,52.0,48.0,HOT,23,betmgm,-125,55.6,67.8,Rested: 1.03x,False,1.07
Santi Aldama,points,10.5,12.8,22.3,12.3,73.0,OVER,10.6,13.1,71.0,29.0,COLD,24,bovada,-230,69.7,82.0,Rested: 1.03x,False,0.93
Cade Cunningham,assists,8.5,9.9,16.7,12.3,71.0,OVER,8.8,9.3,62.0,38.0,COLD,21,draftkings,-138,58.0,70.2,Home: 1.09x | Rested: 1.03x,False,0.98
Carlton Carrington,rebounds,3.5,2.9,-18.2,12.2,62.0,UNDER,3.4,3.4,45.0,55.0,NEUTRAL,22,draftkings,-106,51.5,63.7,Home: 0.88x | Rested: 1.03x,False,1.08
Kon Knueppel,rebounds,5.5,4.7,-14.0,12.2,65.0,UNDER,4.6,5.5,50.0,50.0,COLD,24,betrivers,123,44.8,57.0,Home: 0.95x | Rested: 1.03x,False,1.02
Dyson Daniels,assists,4.5,6.0,33.7,12.1,68.0,OVER,5.2,5.8,64.0,36.0,COLD,25,bovada,-220,68.8,80.8,Home: 1.06x | Rested: 1.03x,False,1.09
Jusuf Nurkic,assists,3.5,4.9,39.2,12.0,54.0,OVER,4.4,3.7,45.0,55.0,HOT,22,betrivers,-113,53.1,65.0,Home: 1.16x | Rested: 1.03x,False,0.91
Kyshawn George,points,15.5,13.6,-12.0,11.9,62.0,UNDER,11.0,15.2,40.0,60.0,COLD,20,fanduel,-118,54.1,66.0,Rested: 1.03x,False,0.99
C.J. McCollum,threes,3.5,4.8,37.0,11.9,43.0,OVER,3.0,3.0,32.0,68.0,NEUTRAL,22,bovada,160,38.5,50.3,Home: 1.47x | Rested: 1.03x,False,1.04
Dyson Daniels,assists,5.5,6.0,9.4,11.9,66.0,OVER,5.2,5.8,56.0,44.0,COLD,25,draftkings,105,48.8,60.7,Home: 1.06x | Rested: 1.03x,False,1.09
Jalen Johnson,points,24.5,31.0,26.4,11.9,68.0,OVER,30.0,23.4,45.0,55.0,HOT,22,betrivers,114,46.7,58.6,Rested: 1.03x | Mins: 1.13x,False,1.13
T.J. McConnell,rebounds,2.5,2.3,-9.3,11.8,41.0,UNDER,1.8,2.4,43.0,57.0,COLD,14,fanduel,100,50.0,61.8,Home: 0.93x | Rested: 1.03x,False,0.94
Evan Mobley,points,16.5,20.9,26.4,11.8,79.0,OVER,19.6,18.9,71.0,29.0,NEUTRAL,24,bovada,-260,72.2,84.0,Home: 1.05x | Rested: 1.03x,False,0.99
Ausar Thompson,points,12.5,12.2,-2.6,11.8,66.0,UNDER,11.2,11.8,45.0,55.0,COLD,20,bovada,125,44.4,56.3,Home: 1.09x | Rested: 1.03x,False,0.98
Andre Drummond,points,5.5,6.4,16.4,11.7,58.0,OVER,6.0,7.7,59.0,41.0,COLD,22,fanduel,-125,55.6,67.3,Home: 1.10x | Rested: 1.03x | Mins: 0.85x,False,0.74
Santi Aldama,threes,1.5,1.3,-14.6,11.5,51.0,UNDER,1.0,1.4,46.0,54.0,COLD,24,betmgm,100,50.0,61.5,Rested: 1.03x,False,0.93
Andre Drummond,assists,0.5,0.7,41.3,11.5,41.0,OVER,1.0,0.8,50.0,50.0,HOT,22,betmgm,-145,59.2,70.7,Home: 0.92x | Rested: 1.03x | Mins: 0.85x,False,0.74
Jaylon Tyson,points,15.5,20.3,31.2,11.4,55.0,OVER,18.6,13.0,35.0,65.0,HOT,20,bovada,155,39.2,50.6,Home: 1.08x | Rested: 1.03x | Mins: 1.15x,False,1.19
Ace Bailey,points,9.5,15.7,65.6,11.3,60.0,OVER,12.6,10.3,52.0,48.0,HOT,23,bovada,-280,73.7,85.0,Home: 1.10x | Rested: 1.03x | Mins: 1.15x,False,1.3
Zaccharie Risacher,pra,15.5,16.7,7.5,11.2,66.0,OVER,12.8,15.4,50.0,50.0,COLD,22,bovada,135,42.6,53.8,Home: 1.18x | Rested: 1.03x,False,1.01
Jaren Jackson Jr,threes,1.5,0.9,-36.9,11.0,46.0,UNDER,0.6,1.5,50.0,50.0,COLD,22,bovada,-135,57.4,68.4,Home: 0.82x | Rested: 1.03x,False,1.0
Patrick Williams,threes,1.5,1.5,-2.4,10.9,58.0,UNDER,1.4,1.5,50.0,50.0,NEUTRAL,22,draftkings,148,40.3,51.2,Rested: 1.03x,False,1.0
Andrew Nembhard,points,15.5,17.5,12.6,10.9,60.0,OVER,18.8,17.9,56.0,44.0,HOT,16,betrivers,-107,51.7,62.6,Home: 0.93x | Rested: 1.03x,False,1.02
Vit Krejci,points,9.5,8.4,-12.0,10.7,52.0,UNDER,8.4,10.1,48.0,52.0,COLD,21,bovada,110,47.6,58.4,Home: 0.89x | Rested: 1.03x,False,1.05
Jalen Duren,points,16.5,19.8,20.2,10.6,68.0,OVER,15.8,18.8,62.0,38.0,COLD,21,betrivers,-159,61.4,72.0,Home: 1.11x | Rested: 1.03x,False,1.02
Nickeil Alexander-Walker,assists,2.5,2.5,1.0,10.5,74.0,OVER,3.2,3.4,78.0,22.0,COLD,23,bovada,-215,68.3,78.7,Home: 0.74x | Rested: 1.03x,False,1.07
Jaylen Wells,points,11.5,15.3,33.3,10.5,65.0,OVER,16.2,12.2,50.0,50.0,HOT,24,draftkings,-128,56.1,66.6,Rested: 1.03x,False,1.05
Onyeka Okongwu,rebounds,6.5,9.1,39.5,10.4,68.0,OVER,8.6,7.4,58.0,42.0,HOT,24,bovada,-210,67.7,78.1,Rested: 1.03x | Mins: 1.15x,False,1.17
