player,prop_type,line,odds,sample_size,recent_avg,recent_median,recent_std,hit_rate_over,hit_rate_under,last_5_trend,last_5_avg,model_predictions,recommended_side,avg_edge,confidence,bookmaker
Jordan Clarkson,pra,14.5,-120,15,14.7,13.0,7.95,46.7,53.3,↓,11.6,"{'weighted': {'projection': np.float64(17.0), 'confidence': np.float64(0.599), 'edge': np.float64(0.169), 'side': 'over'}, 'ensemble': {'projection': np.float64(15.8), 'confidence': np.float64(0.552), 'edge': np.float64(0.0862), 'side': 'over'}}",over,12.76,0.58,bovada
Jordan Clarkson,pra,15.5,110,15,14.7,13.0,7.95,46.7,53.3,↓,11.6,"{'weighted': {'projection': np.float64(17.0), 'confidence': np.float64(0.599), 'edge': np.float64(0.0935), 'side': 'over'}, 'ensemble': {'projection': np.float64(15.8), 'confidence': np.float64(0.552), 'edge': np.float64(0.0161), 'side': 'pass'}}",over,5.48,0.58,bovada
Jordan Clarkson,rebounds,1.5,-175,15,2.4,2.0,1.5,73.3,26.7,↓,2.0,"{'weighted': {'projection': np.float64(2.6), 'confidence': np.float64(0.453), 'edge': np.float64(0.74), 'side': 'over'}, 'ensemble': {'projection': np.float64(2.6), 'confidence': np.float64(0.426), 'edge': np.float64(0.7), 'side': 'over'}}",over,72.0,0.44,betmgm
Josh Hart,assists,4.5,-200,15,5.7,7.0,2.85,66.7,33.3,↓,5.2,"{'weighted': {'projection': np.float64(5.5), 'confidence': np.float64(0.486), 'edge': np.float64(0.2289), 'side': 'over'}, 'ensemble': {'projection': np.float64(6.2), 'confidence': np.float64(0.529), 'edge': np.float64(0.3889), 'side': 'over'}}",over,30.89,0.51,bovada
Josh Hart,assists,5.5,104,15,5.7,7.0,2.85,60.0,40.0,↓,5.2,"{'weighted': {'projection': np.float64(5.5), 'confidence': np.float64(0.486), 'edge': np.float64(0.0055), 'side': 'pass'}, 'ensemble': {'projection': np.float64(6.2), 'confidence': np.float64(0.529), 'edge': np.float64(0.1364), 'side': 'over'}}",over,7.1,0.51,fanduel
Josh Hart,assists,6.5,190,15,5.7,7.0,2.85,53.3,46.7,↓,5.2,"{'weighted': {'projection': np.float64(5.5), 'confidence': np.float64(0.486), 'edge': np.float64(-0.1492), 'side': 'under'}, 'ensemble': {'projection': np.float64(6.2), 'confidence': np.float64(0.529), 'edge': np.float64(-0.0385), 'side': 'under'}}",under,-9.38,0.51,bovada
Josh Hart,points,10.5,-240,15,14.0,14.0,4.77,73.3,26.7,↑,15.8,"{'weighted': {'projection': np.float64(11.6), 'confidence': np.float64(0.61), 'edge': np.float64(0.101), 'side': 'over'}, 'ensemble': {'projection': np.float64(11.8), 'confidence': np.float64(0.607), 'edge': np.float64(0.1238), 'side': 'over'}}",over,11.24,0.61,bovada
Josh Hart,points,12.5,-122,15,14.0,14.0,4.77,53.3,46.7,↑,15.8,"{'weighted': {'projection': np.float64(11.6), 'confidence': np.float64(0.61), 'edge': np.float64(-0.0752), 'side': 'under'}, 'ensemble': {'projection': np.float64(11.8), 'confidence': np.float64(0.607), 'edge': np.float64(-0.056), 'side': 'under'}}",under,-6.56,0.61,fanduel
Josh Hart,points,13.5,100,15,14.0,14.0,4.77,53.3,46.7,↑,15.8,"{'weighted': {'projection': np.float64(11.6), 'confidence': np.float64(0.61), 'edge': np.float64(-0.1437), 'side': 'under'}, 'ensemble': {'projection': np.float64(11.8), 'confidence': np.float64(0.607), 'edge': np.float64(-0.1259), 'side': 'under'}}",under,-13.48,0.61,betrivers
Josh Hart,points,14.5,130,15,14.0,14.0,4.77,46.7,53.3,↑,15.8,"{'weighted': {'projection': np.float64(11.6), 'confidence': np.float64(0.61), 'edge': np.float64(-0.2028), 'side': 'under'}, 'ensemble': {'projection': np.float64(11.8), 'confidence': np.float64(0.607), 'edge': np.float64(-0.1862), 'side': 'under'}}",under,-19.45,0.61,bovada
Josh Hart,points,15.5,165,15,14.0,14.0,4.77,40.0,60.0,↑,15.8,"{'weighted': {'projection': np.float64(11.6), 'confidence': np.float64(0.61), 'edge': np.float64(-0.2542), 'side': 'under'}, 'ensemble': {'projection': np.float64(11.8), 'confidence': np.float64(0.607), 'edge': np.float64(-0.2387), 'side': 'under'}}",under,-24.64,0.61,bovada
Josh Hart,points,16.5,210,15,14.0,14.0,4.77,33.3,66.7,↑,15.8,"{'weighted': {'projection': np.float64(11.6), 'confidence': np.float64(0.61), 'edge': np.float64(-0.2994), 'side': 'under'}, 'ensemble': {'projection': np.float64(11.8), 'confidence': np.float64(0.607), 'edge': np.float64(-0.2848), 'side': 'under'}}",under,-29.21,0.61,bovada
Josh Hart,pra,26.5,-125,15,28.0,30.0,7.87,60.0,40.0,↓,30.0,"{'weighted': {'projection': np.float64(23.9), 'confidence': np.float64(0.661), 'edge': np.float64(-0.0992), 'side': 'under'}, 'ensemble': {'projection': np.float64(25.4), 'confidence': np.float64(0.673), 'edge': np.float64(-0.0396), 'side': 'under'}}",under,-6.94,0.67,bovada
Josh Hart,pra,27.5,-102,15,28.0,30.0,7.87,60.0,40.0,↓,30.0,"{'weighted': {'projection': np.float64(23.9), 'confidence': np.float64(0.661), 'edge': np.float64(-0.132), 'side': 'under'}, 'ensemble': {'projection': np.float64(25.4), 'confidence': np.float64(0.673), 'edge': np.float64(-0.0745), 'side': 'under'}}",under,-10.32,0.67,fanduel
Josh Hart,pra,28.5,115,15,28.0,30.0,7.87,53.3,46.7,↓,30.0,"{'weighted': {'projection': np.float64(23.9), 'confidence': np.float64(0.661), 'edge': np.float64(-0.1625), 'side': 'under'}, 'ensemble': {'projection': np.float64(25.4), 'confidence': np.float64(0.673), 'edge': np.float64(-0.107), 'side': 'under'}}",under,-13.48,0.67,bovada
Josh Hart,rebounds,7.5,-200,15,8.3,8.0,3.52,53.3,46.7,↑,9.0,"{'weighted': {'projection': np.float64(6.8), 'confidence': np.float64(0.452), 'edge': np.float64(-0.096), 'side': 'under'}, 'ensemble': {'projection': np.float64(7.2), 'confidence': np.float64(0.465), 'edge': np.float64(-0.0467), 'side': 'under'}}",under,-7.14,0.46,bovada
Josh Hart,rebounds,8.5,-111,15,8.3,8.0,3.52,40.0,60.0,↑,9.0,"{'weighted': {'projection': np.float64(6.8), 'confidence': np.float64(0.452), 'edge': np.float64(-0.2024), 'side': 'under'}, 'ensemble': {'projection': np.float64(7.2), 'confidence': np.float64(0.465), 'edge': np.float64(-0.1588), 'side': 'under'}}",under,-18.06,0.46,fanduel
Josh Hart,rebounds,9.5,140,15,8.3,8.0,3.52,40.0,60.0,↑,9.0,"{'weighted': {'projection': np.float64(6.8), 'confidence': np.float64(0.452), 'edge': np.float64(-0.2863), 'side': 'under'}, 'ensemble': {'projection': np.float64(7.2), 'confidence': np.float64(0.465), 'edge': np.float64(-0.2474), 'side': 'under'}}",under,-26.68,0.46,bovada
Karl-Anthony Towns,assists,2.5,-146,15,3.5,4.0,1.19,73.3,26.7,↑,3.4,"{'weighted': {'projection': np.float64(3.5), 'confidence': np.float64(0.68), 'edge': np.float64(0.396), 'side': 'over'}, 'ensemble': {'projection': np.float64(3.5), 'confidence': np.float64(0.672), 'edge': np.float64(0.4), 'side': 'over'}}",over,39.8,0.68,fanduel
Karl-Anthony Towns,points,18.5,-250,15,23.4,22.0,8.67,66.7,33.3,↓,22.6,"{'weighted': {'projection': np.float64(22.6), 'confidence': np.float64(0.645), 'edge': np.float64(0.2222), 'side': 'over'}, 'ensemble': {'projection': np.float64(22.0), 'confidence': np.float64(0.626), 'edge': np.float64(0.1919), 'side': 'over'}}",over,20.7,0.64,bovada
Karl-Anthony Towns,points,19.5,-200,15,23.4,22.0,8.67,60.0,40.0,↓,22.6,"{'weighted': {'projection': np.float64(22.6), 'confidence': np.float64(0.645), 'edge': np.float64(0.1595), 'side': 'over'}, 'ensemble': {'projection': np.float64(22.0), 'confidence': np.float64(0.626), 'edge': np.float64(0.1308), 'side': 'over'}}",over,14.52,0.64,bovada
Karl-Anthony Towns,points,20.5,-160,15,23.4,22.0,8.67,60.0,40.0,↓,22.6,"{'weighted': {'projection': np.float64(22.6), 'confidence': np.float64(0.645), 'edge': np.float64(0.1029), 'side': 'over'}, 'ensemble': {'projection': np.float64(22.0), 'confidence': np.float64(0.626), 'edge': np.float64(0.0756), 'side': 'over'}}",over,8.92,0.64,bovada
Karl-Anthony Towns,points,24.5,150,15,23.4,22.0,8.67,33.3,66.7,↓,22.6,"{'weighted': {'projection': np.float64(22.6), 'confidence': np.float64(0.645), 'edge': np.float64(-0.0771), 'side': 'under'}, 'ensemble': {'projection': np.float64(22.0), 'confidence': np.float64(0.626), 'edge': np.float64(-0.1), 'side': 'under'}}",under,-8.86,0.64,bovada
Karl-Anthony Towns,points,25.5,180,15,23.4,22.0,8.67,33.3,66.7,↓,22.6,"{'weighted': {'projection': np.float64(22.6), 'confidence': np.float64(0.645), 'edge': np.float64(-0.1133), 'side': 'under'}, 'ensemble': {'projection': np.float64(22.0), 'confidence': np.float64(0.626), 'edge': np.float64(-0.1353), 'side': 'under'}}",under,-12.43,0.64,bovada
Karl-Anthony Towns,pra,34.5,-180,15,38.1,38.0,9.83,60.0,40.0,↓,36.4,"{'weighted': {'projection': np.float64(37.8), 'confidence': np.float64(0.79), 'edge': np.float64(0.0971), 'side': 'over'}, 'ensemble': {'projection': np.float64(37.9), 'confidence': np.float64(0.784), 'edge': np.float64(0.0986), 'side': 'over'}}",over,9.78,0.79,bovada
Karl-Anthony Towns,pra,35.5,-139,15,38.1,38.0,9.83,53.3,46.7,↓,36.4,"{'weighted': {'projection': np.float64(37.8), 'confidence': np.float64(0.79), 'edge': np.float64(0.0662), 'side': 'over'}, 'ensemble': {'projection': np.float64(37.9), 'confidence': np.float64(0.784), 'edge': np.float64(0.0676), 'side': 'over'}}",over,6.69,0.79,betrivers
Karl-Anthony Towns,rebounds,10.5,-180,15,11.3,11.0,2.94,53.3,46.7,↓,10.4,"{'weighted': {'projection': np.float64(11.8), 'confidence': np.float64(0.834), 'edge': np.float64(0.119), 'side': 'over'}, 'ensemble': {'projection': np.float64(11.9), 'confidence': np.float64(0.831), 'edge': np.float64(0.1333), 'side': 'over'}}",over,12.61,0.83,bovada
Karl-Anthony Towns,rebounds,12.5,130,15,11.3,11.0,2.94,26.7,73.3,↓,10.4,"{'weighted': {'projection': np.float64(11.8), 'confidence': np.float64(0.834), 'edge': np.float64(-0.06), 'side': 'under'}, 'ensemble': {'projection': np.float64(11.9), 'confidence': np.float64(0.831), 'edge': np.float64(-0.048), 'side': 'under'}}",under,-5.4,0.83,bovada
Karl-Anthony Towns,rebounds,13.5,190,15,11.3,11.0,2.94,20.0,80.0,↓,10.4,"{'weighted': {'projection': np.float64(11.8), 'confidence': np.float64(0.834), 'edge': np.float64(-0.1296), 'side': 'under'}, 'ensemble': {'projection': np.float64(11.9), 'confidence': np.float64(0.831), 'edge': np.float64(-0.1185), 'side': 'under'}}",under,-12.4,0.83,bovada
Kel'el Ware,pra,13.5,-120,15,25.4,26.0,9.61,80.0,20.0,↓,17.2,"{'weighted': {'projection': np.float64(28.8), 'confidence': np.float64(0.786), 'edge': np.float64(1.1296), 'side': 'over'}, 'ensemble': {'projection': np.float64(29.4), 'confidence': np.float64(0.785), 'edge': np.float64(1.1778), 'side': 'over'}}",over,115.37,0.79,draftkings
LeBron James,assists,6.5,-135,7,7.6,7.0,3.1,57.1,42.9,↓,6.6,"{'weighted': {'projection': np.float64(8.0), 'confidence': np.float64(0.641), 'edge': np.float64(0.2308), 'side': 'over'}, 'ensemble': {'projection': np.float64(7.5), 'confidence': np.float64(0.599), 'edge': np.float64(0.1538), 'side': 'over'}}",over,19.23,0.62,betonlineag
LeBron James,points,17.5,100,7,16.1,13.0,8.01,28.6,71.4,↑,17.0,"{'weighted': {'projection': np.float64(15.7), 'confidence': np.float64(0.527), 'edge': np.float64(-0.1043), 'side': 'under'}, 'ensemble': {'projection': np.float64(14.4), 'confidence': np.float64(0.456), 'edge': np.float64(-0.18), 'side': 'under'}}",under,-14.22,0.49,fanduel
LeBron James,pra,29.5,-122,7,28.4,26.0,9.41,42.9,57.1,↑,28.4,"{'weighted': {'projection': np.float64(28.3), 'confidence': np.float64(0.692), 'edge': np.float64(-0.0421), 'side': 'under'}, 'ensemble': {'projection': np.float64(27.2), 'confidence': np.float64(0.665), 'edge': np.float64(-0.0797), 'side': 'under'}}",under,-6.09,0.68,fanduel
LeBron James,pra,30.5,-104,7,28.4,26.0,9.41,42.9,57.1,↑,28.4,"{'weighted': {'projection': np.float64(28.3), 'confidence': np.float64(0.692), 'edge': np.float64(-0.0735), 'side': 'under'}, 'ensemble': {'projection': np.float64(27.2), 'confidence': np.float64(0.665), 'edge': np.float64(-0.1098), 'side': 'under'}}",under,-9.16,0.68,betrivers
LeBron James,rebounds,5.5,-114,7,4.7,6.0,2.43,57.1,42.9,↑,4.8,"{'weighted': {'projection': np.float64(4.6), 'confidence': np.float64(0.509), 'edge': np.float64(-0.1665), 'side': 'under'}, 'ensemble': {'projection': np.float64(5.3), 'confidence': np.float64(0.552), 'edge': np.float64(-0.0364), 'side': 'under'}}",under,-10.15,0.53,fanduel
Luguentz Dort,points,6.5,-120,15,8.0,7.0,3.91,53.3,46.7,↑,7.2,"{'weighted': {'projection': np.float64(7.2), 'confidence': np.float64(0.4), 'edge': np.float64(0.1123), 'side': 'over'}, 'ensemble': {'projection': np.float64(6.8), 'confidence': np.float64(0.348), 'edge': np.float64(0.0538), 'side': 'over'}}",over,8.3,0.37,draftkings
Luguentz Dort,points,7.5,100,15,8.0,7.0,3.91,33.3,66.7,↑,7.2,"{'weighted': {'projection': np.float64(7.2), 'confidence': np.float64(0.4), 'edge': np.float64(-0.036), 'side': 'under'}, 'ensemble': {'projection': np.float64(6.8), 'confidence': np.float64(0.348), 'edge': np.float64(-0.0867), 'side': 'under'}}",under,-6.14,0.37,betonlineag
Luguentz Dort,pra,11.5,-130,15,13.0,12.0,4.71,53.3,46.7,↑,10.6,"{'weighted': {'projection': np.float64(14.2), 'confidence': np.float64(0.69), 'edge': np.float64(0.2348), 'side': 'over'}, 'ensemble': {'projection': np.float64(14.8), 'confidence': np.float64(0.696), 'edge': np.float64(0.2913), 'side': 'over'}}",over,26.3,0.69,betonlineag
Luguentz Dort,rebounds,3.5,-116,15,3.9,4.0,2.17,60.0,40.0,↑,2.8,"{'weighted': {'projection': np.float64(5.1), 'confidence': np.float64(0.612), 'edge': np.float64(0.4429), 'side': 'over'}, 'ensemble': {'projection': np.float64(4.8), 'confidence': np.float64(0.576), 'edge': np.float64(0.3714), 'side': 'over'}}",over,40.72,0.59,draftkings
Luka Doncic,assists,8.5,-113,15,9.1,10.0,2.7,53.3,46.7,↑,9.4,"{'weighted': {'projection': np.float64(9.1), 'confidence': np.float64(0.735), 'edge': np.float64(0.0694), 'side': 'over'}, 'ensemble': {'projection': np.float64(9.0), 'confidence': np.float64(0.726), 'edge': np.float64(0.0647), 'side': 'over'}}",over,6.7,0.73,draftkings
Mark Williams,points,9.5,-111,15,13.5,13.0,5.53,80.0,20.0,↑,15.8,"{'weighted': {'projection': np.float64(11.7), 'confidence': np.float64(0.555), 'edge': np.float64(0.2347), 'side': 'over'}, 'ensemble': {'projection': np.float64(12.6), 'confidence': np.float64(0.574), 'edge': np.float64(0.3263), 'side': 'over'}}",over,28.05,0.56,draftkings
Mark Williams,pra,18.5,-123,15,23.2,23.0,8.87,66.7,33.3,↑,26.6,"{'weighted': {'projection': np.float64(21.9), 'confidence': np.float64(0.661), 'edge': np.float64(0.1843), 'side': 'over'}, 'ensemble': {'projection': np.float64(22.2), 'confidence': np.float64(0.657), 'edge': np.float64(0.2), 'side': 'over'}}",over,19.22,0.66,draftkings
Mark Williams,rebounds,7.5,-122,15,8.3,7.0,4.2,40.0,60.0,↓,9.2,"{'weighted': {'projection': np.float64(8.6), 'confidence': np.float64(0.6), 'edge': np.float64(0.1507), 'side': 'over'}, 'ensemble': {'projection': np.float64(7.8), 'confidence': np.float64(0.54), 'edge': np.float64(0.04), 'side': 'over'}}",over,9.54,0.57,fanduel
Mikal Bridges,assists,2.5,-240,15,3.7,3.0,1.58,73.3,26.7,↑,3.6,"{'weighted': {'projection': np.float64(4.2), 'confidence': np.float64(0.663), 'edge': np.float64(0.66), 'side': 'over'}, 'ensemble': {'projection': np.float64(4.1), 'confidence': np.float64(0.647), 'edge': np.float64(0.64), 'side': 'over'}}",over,65.0,0.66,bovada
Mikal Bridges,assists,3.5,105,15,3.7,3.0,1.58,46.7,53.3,↑,3.6,"{'weighted': {'projection': np.float64(4.2), 'confidence': np.float64(0.663), 'edge': np.float64(0.1857), 'side': 'over'}, 'ensemble': {'projection': np.float64(4.1), 'confidence': np.float64(0.647), 'edge': np.float64(0.1714), 'side': 'over'}}",over,17.85,0.66,bovada
Mikal Bridges,points,12.5,-250,15,16.7,16.0,6.58,80.0,20.0,↓,17.4,"{'weighted': {'projection': np.float64(16.3), 'confidence': np.float64(0.728), 'edge': np.float64(0.3024), 'side': 'over'}, 'ensemble': {'projection': np.float64(16.2), 'confidence': np.float64(0.718), 'edge': np.float64(0.292), 'side': 'over'}}",over,29.72,0.72,bovada
Mikal Bridges,points,13.5,-185,15,16.7,16.0,6.58,80.0,20.0,↓,17.4,"{'weighted': {'projection': np.float64(16.3), 'confidence': np.float64(0.728), 'edge': np.float64(0.2059), 'side': 'over'}, 'ensemble': {'projection': np.float64(16.2), 'confidence': np.float64(0.718), 'edge': np.float64(0.1963), 'side': 'over'}}",over,20.11,0.72,bovada
Mikal Bridges,points,14.5,-137,15,16.7,16.0,6.58,66.7,33.3,↓,17.4,"{'weighted': {'projection': np.float64(16.3), 'confidence': np.float64(0.728), 'edge': np.float64(0.1228), 'side': 'over'}, 'ensemble': {'projection': np.float64(16.2), 'confidence': np.float64(0.718), 'edge': np.float64(0.1138), 'side': 'over'}}",over,11.83,0.72,betrivers
Mikal Bridges,points,17.5,150,15,16.7,16.0,6.58,33.3,66.7,↓,17.4,"{'weighted': {'projection': np.float64(16.3), 'confidence': np.float64(0.728), 'edge': np.float64(-0.0697), 'side': 'under'}, 'ensemble': {'projection': np.float64(16.2), 'confidence': np.float64(0.718), 'edge': np.float64(-0.0771), 'side': 'under'}}",under,-7.34,0.72,bovada
Mikal Bridges,points,18.5,185,15,16.7,16.0,6.58,20.0,80.0,↓,17.4,"{'weighted': {'projection': np.float64(16.3), 'confidence': np.float64(0.728), 'edge': np.float64(-0.12), 'side': 'under'}, 'ensemble': {'projection': np.float64(16.2), 'confidence': np.float64(0.718), 'edge': np.float64(-0.127), 'side': 'under'}}",under,-12.35,0.72,bovada
Mikal Bridges,pra,20.5,-185,15,24.9,25.0,7.65,73.3,26.7,↓,25.8,"{'weighted': {'projection': np.float64(24.4), 'confidence': np.float64(0.75), 'edge': np.float64(0.1893), 'side': 'over'}, 'ensemble': {'projection': np.float64(25.0), 'confidence': np.float64(0.749), 'edge': np.float64(0.2171), 'side': 'over'}}",over,20.32,0.75,bovada
Mikal Bridges,pra,21.5,-150,15,24.9,25.0,7.65,73.3,26.7,↓,25.8,"{'weighted': {'projection': np.float64(24.4), 'confidence': np.float64(0.75), 'edge': np.float64(0.134), 'side': 'over'}, 'ensemble': {'projection': np.float64(25.0), 'confidence': np.float64(0.749), 'edge': np.float64(0.1605), 'side': 'over'}}",over,14.72,0.75,bovada
Mikal Bridges,pra,22.5,-115,15,24.9,25.0,7.65,60.0,40.0,↓,25.8,"{'weighted': {'projection': np.float64(24.4), 'confidence': np.float64(0.75), 'edge': np.float64(0.0836), 'side': 'over'}, 'ensemble': {'projection': np.float64(25.0), 'confidence': np.float64(0.749), 'edge': np.float64(0.1089), 'side': 'over'}}",over,9.62,0.75,fanduel
Mikal Bridges,rebounds,3.5,-128,15,4.5,5.0,1.73,73.3,26.7,↑,4.8,"{'weighted': {'projection': np.float64(4.0), 'confidence': np.float64(0.533), 'edge': np.float64(0.1286), 'side': 'over'}, 'ensemble': {'projection': np.float64(4.2), 'confidence': np.float64(0.55), 'edge': np.float64(0.2143), 'side': 'over'}}",over,17.14,0.54,fanduel
Mitchell Robinson,assists,0.5,125,15,0.9,1.0,0.74,66.7,33.3,↑,0.8,"{'weighted': {'projection': np.float64(1.0), 'confidence': np.float64(0.32), 'edge': np.float64(1.06), 'side': 'over'}, 'ensemble': {'projection': np.float64(1.0), 'confidence': np.float64(0.291), 'edge': np.float64(1.0), 'side': 'over'}}",over,103.0,0.31,betmgm
Mitchell Robinson,points,3.5,-125,15,3.7,4.0,2.79,53.3,46.7,↑,3.8,"{'weighted': {'projection': np.float64(3.8), 'confidence': np.float64(0.216), 'edge': np.float64(0.0829), 'side': 'over'}, 'ensemble': {'projection': np.float64(3.6), 'confidence': np.float64(0.16), 'edge': np.float64(0.0429), 'side': 'over'}}",over,6.29,0.19,fanduel
Mitchell Robinson,points,4.5,115,15,3.7,4.0,2.79,40.0,60.0,↑,3.8,"{'weighted': {'projection': np.float64(3.8), 'confidence': np.float64(0.216), 'edge': np.float64(-0.1578), 'side': 'under'}, 'ensemble': {'projection': np.float64(3.6), 'confidence': np.float64(0.16), 'edge': np.float64(-0.1889), 'side': 'under'}}",under,-17.34,0.19,betonlineag
Mitchell Robinson,pra,10.5,-130,15,12.9,12.0,4.88,66.7,33.3,↑,14.0,"{'weighted': {'projection': np.float64(13.3), 'confidence': np.float64(0.665), 'edge': np.float64(0.2648), 'side': 'over'}, 'ensemble': {'projection': np.float64(12.6), 'confidence': np.float64(0.637), 'edge': np.float64(0.2048), 'side': 'over'}}",over,23.48,0.65,betmgm
Mitchell Robinson,rebounds,5.5,-230,15,8.4,8.0,3.29,73.3,26.7,↑,9.4,"{'weighted': {'projection': np.float64(8.5), 'confidence': np.float64(0.69), 'edge': np.float64(0.5382), 'side': 'over'}, 'ensemble': {'projection': np.float64(8.2), 'confidence': np.float64(0.672), 'edge': np.float64(0.5), 'side': 'over'}}",over,51.91,0.68,bovada
Mitchell Robinson,rebounds,6.5,-125,15,8.4,8.0,3.29,73.3,26.7,↑,9.4,"{'weighted': {'projection': np.float64(8.5), 'confidence': np.float64(0.69), 'edge': np.float64(0.3015), 'side': 'over'}, 'ensemble': {'projection': np.float64(8.2), 'confidence': np.float64(0.672), 'edge': np.float64(0.2692), 'side': 'over'}}",over,28.54,0.68,betmgm
Mitchell Robinson,rebounds,7.5,140,15,8.4,8.0,3.29,60.0,40.0,↑,9.4,"{'weighted': {'projection': np.float64(8.5), 'confidence': np.float64(0.69), 'edge': np.float64(0.128), 'side': 'over'}, 'ensemble': {'projection': np.float64(8.2), 'confidence': np.float64(0.672), 'edge': np.float64(0.1), 'side': 'over'}}",over,11.4,0.68,bovada
Norman Powell,points,22.5,-104,15,25.2,25.0,6.86,66.7,33.3,↓,23.0,"{'weighted': {'projection': np.float64(26.0), 'confidence': np.float64(0.771), 'edge': np.float64(0.1564), 'side': 'over'}, 'ensemble': {'projection': np.float64(25.5), 'confidence': np.float64(0.76), 'edge': np.float64(0.1333), 'side': 'over'}}",over,14.49,0.77,fanduel
Norman Powell,points,23.5,-110,15,25.2,25.0,6.86,60.0,40.0,↓,23.0,"{'weighted': {'projection': np.float64(26.0), 'confidence': np.float64(0.771), 'edge': np.float64(0.1072), 'side': 'over'}, 'ensemble': {'projection': np.float64(25.5), 'confidence': np.float64(0.76), 'edge': np.float64(0.0851), 'side': 'over'}}",over,9.62,0.77,draftkings
Norman Powell,rebounds,5.5,-102,15,2.9,2.0,1.39,6.7,93.3,↓,2.8,"{'weighted': {'projection': np.float64(2.8), 'confidence': np.float64(0.447), 'edge': np.float64(-0.4909), 'side': 'under'}, 'ensemble': {'projection': np.float64(2.4), 'confidence': np.float64(0.316), 'edge': np.float64(-0.5636), 'side': 'under'}}",under,-52.72,0.38,fanduel
OG Anunoby,assists,1.5,-110,14,1.9,1.5,1.49,50.0,50.0,↓,1.0,"{'weighted': {'projection': np.float64(2.3), 'confidence': np.float64(0.442), 'edge': np.float64(0.5333), 'side': 'over'}, 'ensemble': {'projection': np.float64(2.4), 'confidence': np.float64(0.45), 'edge': np.float64(0.6), 'side': 'over'}}",over,56.66,0.45,betmgm
OG Anunoby,points,12.5,-230,14,15.9,16.0,7.22,64.3,35.7,↑,11.6,"{'weighted': {'projection': np.float64(17.3), 'confidence': np.float64(0.669), 'edge': np.float64(0.3856), 'side': 'over'}, 'ensemble': {'projection': np.float64(17.4), 'confidence': np.float64(0.662), 'edge': np.float64(0.392), 'side': 'over'}}",over,38.88,0.67,bovada
OG Anunoby,points,13.5,-167,14,15.9,16.0,7.22,64.3,35.7,↑,11.6,"{'weighted': {'projection': np.float64(17.3), 'confidence': np.float64(0.669), 'edge': np.float64(0.283), 'side': 'over'}, 'ensemble': {'projection': np.float64(17.4), 'confidence': np.float64(0.662), 'edge': np.float64(0.2889), 'side': 'over'}}",over,28.6,0.67,betrivers
OG Anunoby,points,14.5,-113,14,15.9,16.0,7.22,57.1,42.9,↑,11.6,"{'weighted': {'projection': np.float64(17.3), 'confidence': np.float64(0.669), 'edge': np.float64(0.1945), 'side': 'over'}, 'ensemble': {'projection': np.float64(17.4), 'confidence': np.float64(0.662), 'edge': np.float64(0.2), 'side': 'over'}}",over,19.73,0.67,fanduel
OG Anunoby,points,15.5,107,14,15.9,16.0,7.22,57.1,42.9,↑,11.6,"{'weighted': {'projection': np.float64(17.3), 'confidence': np.float64(0.669), 'edge': np.float64(0.1174), 'side': 'over'}, 'ensemble': {'projection': np.float64(17.4), 'confidence': np.float64(0.662), 'edge': np.float64(0.1226), 'side': 'over'}}",over,12.0,0.67,betrivers
OG Anunoby,points,16.5,125,14,15.9,16.0,7.22,42.9,57.1,↑,11.6,"{'weighted': {'projection': np.float64(17.3), 'confidence': np.float64(0.669), 'edge': np.float64(0.0497), 'side': 'over'}, 'ensemble': {'projection': np.float64(17.4), 'confidence': np.float64(0.662), 'edge': np.float64(0.0545), 'side': 'over'}}",over,5.21,0.67,bovada
OG Anunoby,points,18.5,200,14,15.9,16.0,7.22,42.9,57.1,↑,11.6,"{'weighted': {'projection': np.float64(17.3), 'confidence': np.float64(0.669), 'edge': np.float64(-0.0638), 'side': 'under'}, 'ensemble': {'projection': np.float64(17.4), 'confidence': np.float64(0.662), 'edge': np.float64(-0.0595), 'side': 'under'}}",under,-6.16,0.67,bovada
OG Anunoby,pra,18.5,-210,14,23.1,23.5,9.84,71.4,28.6,↑,16.2,"{'weighted': {'projection': np.float64(26.1), 'confidence': np.float64(0.711), 'edge': np.float64(0.4097), 'side': 'over'}, 'ensemble': {'projection': np.float64(25.8), 'confidence': np.float64(0.7), 'edge': np.float64(0.3946), 'side': 'over'}}",over,40.22,0.71,bovada
OG Anunoby,pra,19.5,-165,14,23.1,23.5,9.84,71.4,28.6,↑,16.2,"{'weighted': {'projection': np.float64(26.1), 'confidence': np.float64(0.711), 'edge': np.float64(0.3374), 'side': 'over'}, 'ensemble': {'projection': np.float64(25.8), 'confidence': np.float64(0.7), 'edge': np.float64(0.3231), 'side': 'over'}}",over,33.02,0.71,bovada
OG Anunoby,pra,20.5,-122,14,23.1,23.5,9.84,64.3,35.7,↑,16.2,"{'weighted': {'projection': np.float64(26.1), 'confidence': np.float64(0.711), 'edge': np.float64(0.2722), 'side': 'over'}, 'ensemble': {'projection': np.float64(25.8), 'confidence': np.float64(0.7), 'edge': np.float64(0.2585), 'side': 'over'}}",over,26.53,0.71,fanduel
